SaleID,price
0,42929.00235821346
1,253.2874390229839
2,7222.716709620191
3,11681.997838934063
4,542.4262668783381
5,1845.8533262439578
6,4690.133591648168
7,9111.81265317422
8,3453.6355938911306
9,2080.266939834704
10,3775.749807393333
11,6363.029008669777
12,2690.5704078072768
13,12354.722277458797
14,12128.234074462185
15,384.60316771023565
16,676.7419869482146
17,6247.310603750513
18,9612.871800500498
19,1412.97156052766
20,4606.589576228077
21,13203.761791301358
22,1358.3202751888693
23,15305.226523641024
24,1436.7582749714127
25,6078.868376398403
26,1615.2870526892596
27,3914.970489152639
28,22119.38963604632
29,16603.280567769885
30,1549.348763216203
31,355.7613651097335
32,3932.550648724916
33,2706.5105943492267
34,3463.2371283119987
35,7030.369713261298
36,1125.5419550178044
37,3956.2008296908816
38,25303.3717155263
39,1682.7092828888867
40,13981.570119880667
41,3819.5483964939112
42,18220.2473941516
43,25279.97448296706
44,7860.835676009752
45,2034.6425744608878
46,3058.910874105615
47,49826.74301998229
48,1126.683477860939
49,34650.29304192398
50,5061.765889967983
51,9746.688299099995
52,1192.2277505753107
53,623.7972417253847
54,14464.994348509552
55,4062.618637005895
56,696.8147533753971
57,2622.808590723158
58,1136.2851497141344
59,2454.7945702518455
60,8751.690228116864
61,3190.4181958845675
62,1474.7113481286729
63,11933.773846227523
64,20361.823466133723
65,9423.800456685469
66,13015.704729982575
67,3188.795586856313
68,1384.7840220640592
69,3160.8163562498735
70,1583.5542612973354
71,574.524254814434
72,1191.933896031651
73,22339.04341959919
74,330.48537432832734
75,1015.123060871505
76,3046.017664494124
77,8079.515723310655
78,2571.80401424804
79,4648.211533666044
80,2731.546751888591
81,8883.245924813924
82,14708.198789449543
83,555.2918166914124
84,3997.2317501231337
85,3319.1077430885434
86,37806.642176171525
87,398.03988971226056
88,2973.6823258298823
89,3561.043162152054
90,1082.9268753612077
91,7121.083948920541
92,7537.774594685032
93,745.4689784064853
94,11780.984795334149
95,257.55680571776355
96,13427.272346172336
97,8290.319541245677
98,461.96862209185855
99,403.58661383722387
100,534.7796414319521
101,4366.395615139761
102,1590.6666611244207
103,2931.3309214999704
104,4180.23074165353
105,1010.4228695520776
106,2190.764105516149
107,563.2729498772486
108,7568.7054969691935
109,2066.5960374383035
110,3666.7933706039903
111,11048.847295457372
112,10578.648343587518
113,1684.3260944846425
114,1148.853996274753
115,2170.80037617719
116,7076.9284707945735
117,2714.9503230826
118,19441.622031353872
119,10413.031653393084
120,15791.652939353344
121,1600.4732980530716
122,7146.313547869571
123,208.612789753967
124,14172.725380672962
125,3866.496109771061
126,2116.8609094232124
127,15159.39591621537
128,36220.47888298733
129,3047.040482967589
130,3329.403175916582
131,894.322667976171
132,3969.168259188085
133,6582.2896893605775
134,15159.728198675824
135,1092.2075183345792
136,1424.4341301216846
137,2627.3785344470753
138,6920.82543753935
139,1015.7828325140719
140,1636.6688489666578
141,2058.475301565095
142,9592.702905516797
143,5945.9668726569735
144,1036.76896778253
145,1783.8702839843793
146,6928.477112579817
147,1356.3173755160356
148,2487.2994504364096
149,799.562388702474
150,3766.228809368621
151,7734.059327827026
152,516.0934269701598
153,835.2849831667821
154,19332.877976072494
155,2952.377342919098
156,461.51862544529865
157,5058.990787881801
158,1095.2911355580318
159,7937.32021556033
160,43432.11458774864
161,853.4726269154747
162,787.0311387780383
163,690.9411099329508
164,5216.956444318967
165,3704.4092695031186
166,6747.944181714818
167,2640.889473566745
168,4476.8145800359625
169,2226.3623542042733
170,3203.589263327832
171,3762.5098070462254
172,1576.5444824061115
173,6258.772822896244
174,2319.791811482127
175,544.2829956536773
176,22074.419385258017
177,282.99346696626446
178,2063.773242308789
179,3070.5065518477068
180,1350.9107548944162
181,1320.7341476688218
182,6477.440179357761
183,954.1558994582174
184,564.308600854001
185,8954.329933136158
186,2738.6822352772815
187,16278.857657653141
188,2846.1782931336966
189,5351.878820871573
190,5446.240928346963
191,270.27486162130253
192,1779.1468716629142
193,3604.9036571314323
194,14963.971180072269
195,780.752731291562
196,18170.669060825385
197,3216.3802255672585
198,4104.249199955251
199,2043.060745710918
200,2297.945562132589
201,9622.04493247841
202,2418.475738914517
203,505.37266733636034
204,3692.4479984657532
205,1038.7069676108595
206,13216.196410125967
207,1770.013963933568
208,1292.971753826134
209,2163.266903665831
210,6277.045717119747
211,11280.922361501805
212,10236.818791270278
213,1094.5503181266345
214,4418.497975256047
215,277.08756205436964
216,27951.735416858162
217,2714.1469166215247
218,11040.196703407555
219,11046.078212939396
220,1926.1224092172793
221,9341.135977890815
222,986.9534567022724
223,4561.207572037654
224,660.3489977538932
225,854.9003602515477
226,4725.239811146099
227,714.9420314887004
228,1020.811603762292
229,653.4778756316849
230,5482.588954298282
231,737.8791962957396
232,9648.888295631605
233,1975.8024939759196
234,829.0449842180519
235,2850.960760603757
236,694.8478780748283
237,1422.420964711213
238,723.6671650654389
239,1237.3859089558275
240,7787.2744559493785
241,1876.1661182210346
242,8368.152084780382
243,3790.569050925382
244,337.3237327335934
245,2379.1439071512655
246,2261.249125596127
247,2940.450984909608
248,1843.7837978552707
249,3680.09615272975
250,752.060838928704
251,792.1997690539083
252,17027.09898205827
253,2334.6565800496587
254,4252.3671767841315
255,10105.251263304242
256,378.6995932257876
257,6699.5736294251055
258,8597.737697673338
259,1828.9568957301117
260,9456.650151963604
261,2422.9374377287822
262,791.9847663136709
263,4670.207992385586
264,873.3643694864363
265,1660.2273348534943
266,460.44634940408446
267,5582.140430279406
268,1384.2413129017414
269,11768.924867517733
270,934.1048533482926
271,3806.7442859268695
272,28195.295130877657
273,24588.73429598422
274,644.149981274498
275,238.13103561441554
276,2415.3998674628842
277,12144.250541319061
278,45317.80249641948
279,8409.602737834168
280,3114.434804132189
281,869.5697373883656
282,760.8982927727413
283,23560.817879518072
284,3965.2487131391035
285,9590.355984765181
286,16788.782189310175
287,743.6108035878735
288,1690.9611316598737
289,303.3869721542437
290,5118.139069200404
291,21386.361932437398
292,9281.111042349408
293,2829.1684955801643
294,14281.700275544094
295,1019.5627263958567
296,9635.818994357438
297,409.3822431947018
298,3830.2302277474137
299,318.29970929259787
300,4377.002400931964
301,27007.459968953066
302,638.4221021026208
303,3682.554600842672
304,973.101379642552
305,2460.055859058614
306,5242.813885546099
307,13116.435186676497
308,1340.222509850056
309,1851.1919653564155
310,1079.9076681015888
311,13575.708003688847
312,8887.251046407202
313,6957.422229600052
314,532.4168189594551
315,2107.4184267723754
316,18797.6006136484
317,16603.378158378597
318,6643.181672402181
319,17850.50524185168
320,3415.8178368200065
321,2569.5824162541426
322,3939.165989311482
323,9533.15693149045
324,849.1547602800863
325,1187.2157289679585
326,527.3950281049094
327,491.3672008216124
328,1993.9233333639936
329,7811.215610426258
330,9873.951751627887
331,342.6501086915568
332,54142.206795354636
333,2772.503697699927
334,251.56248778722
335,9939.821928251542
336,910.9744465662345
337,3862.1319912238996
338,12632.877432408026
339,3003.588849853767
340,11278.391650446403
341,5414.004280151628
342,2607.999264766088
343,2902.920394941279
344,3865.7037425755625
345,14378.638431997251
346,3562.2449262497953
347,7410.046191951993
348,2984.5379884452877
349,1870.5993822489218
350,1880.027893395832
351,19547.816432471765
352,12460.01984569164
353,1053.4641386369867
