SaleID,price
150000,49844.44731827198
150001,186.07281856743478
150002,6382.3491579834945
150003,11689.078823766034
150004,555.828281521977
150005,1726.5655359782
150006,4748.804717404056
150007,8878.774508849328
150008,3346.640969923739
150009,1991.9674469940257
150010,5154.959229880928
150011,6596.832977161716
150012,2678.227912585525
150013,11878.369610671729
150014,11979.871947801461
150015,340.1891496693762
150016,639.8236648500456
150017,6989.944895683592
150018,9291.731797790228
150019,1313.0528608005452
150020,4689.48413275413
150021,12909.669565155305
150022,1356.9951235019457
150023,15518.252659688314
150024,1532.0862929261773
150025,6044.768875377496
150026,1746.6518663847369
150027,3862.178604454667
150028,21173.85137753171
150029,16209.696919446407
150030,1470.655297605053
150031,222.3912302189148
150032,3802.98354572877
150033,2747.2744405569483
150034,3562.429970461272
150035,7056.323568126637
150036,967.4226524332553
150037,3912.4130428595163
150038,25962.733511523154
150039,1645.4837029248101
150040,14140.02094505357
150041,4011.050221391074
150042,16626.039260007754
150043,26288.073376851826
150044,7902.415421149053
150045,2147.2781031781224
150046,3008.455426261836
150047,47706.73734324652
150048,1083.0045242206606
150049,32487.367370751916
150050,5355.433709883399
150051,8765.253809956492
150052,1165.3810838583277
150053,564.6577882827444
150054,14291.752737538856
150055,4154.282124727069
150056,735.0436829536914
150057,2440.1480789568377
150058,1094.7762893095748
150059,2342.0073738854
150060,8519.244987305032
150061,3084.2545181035466
150062,1484.530179553065
150063,11820.221809205446
150064,21015.978230149147
150065,9815.982858063402
150066,12428.276485724495
150067,3285.507040707597
150068,1304.8431369794985
150069,3167.673898883799
150070,1600.1502338874216
150071,531.3135869113103
150072,1102.002154440686
150073,24118.757977470497
150074,215.53465430124703
150075,1122.8240761762736
150076,2675.152719164689
150077,7673.795185638249
150078,2630.1560812937014
150079,4393.475563730754
150080,2831.0736152263175
150081,8107.625796220339
150082,14981.018287440122
150083,513.554463313559
150084,3800.1408646589553
150085,3410.5628203638535
150086,36808.73572553645
150087,375.2016288991344
150088,2952.9975507766976
150089,3357.4979716544567
150090,1033.6525629278774
150091,7029.569012161167
150092,6519.129003082252
150093,728.4924107090958
150094,12079.122871928474
150095,169.9512679954326
150096,13761.908289933413
150097,8397.3781358216
150098,403.4810516964235
150099,349.3403436567791
150100,487.2432906023543
150101,4261.416185401239
150102,1693.2699365914295
150103,2909.052059764789
150104,4278.72400143771
150105,1015.188651375925
150106,1999.7147927832254
150107,550.4417770395141
150108,7673.698011260583
150109,2033.545704244841
150110,3856.5408349522027
150111,10377.630154246497
150112,10537.325151252466
150113,1938.4413887909855
150114,1230.7050421316717
150115,2044.4306447457493
150116,7357.340284031307
150117,2601.2112734470757
150118,21189.801173353982
150119,10511.433996272237
150120,14474.802196658864
150121,1582.9498685402805
150122,6638.278168673979
150123,126.70769943627565
150124,13984.727913715647
150125,3847.0686132043775
150126,2075.0988979054405
150127,16847.314100449563
150128,33245.973115290515
150129,3108.4339179358167
150130,3262.862514071546
150131,866.3756623423562
150132,3698.7449133351606
150133,6418.610758691584
150134,14874.647848913726
150135,1093.6959264680004
150136,1303.4314263695776
150137,2525.4698241055603
150138,6948.722817473827
150139,928.1868730002042
150140,1673.1928567433483
150141,2132.26110192344
150142,9382.704385008627
150143,5878.489231495966
150144,999.77558555988
150145,1715.8099392862007
150146,7061.139690959107
150147,1399.348632635026
150148,2460.6181081125924
150149,805.6136180390934
150150,3595.2162516744647
150151,7423.347760634752
150152,511.437071842327
150153,1056.7463103217758
150154,18598.30137376437
150155,2399.736958542093
150156,420.5619879899606
150157,5111.29176336577
150158,1114.5308963014638
150159,8552.301849977459
150160,44446.20439920899
150161,919.7548324765556
150162,829.2659977439118
150163,700.1625655902844
150164,5044.04964210482
150165,3556.282987434238
